codigo,n,categoria,pct
1,4570500,Por cañería dentro de la vivienda,62.38923538958224
2,1352367,"Por cañería fuera de la vivienda, pero dentro del lote o terreno",18.46037481590705
3,1402916,No se distribuye por cañería,19.1503897945107
