term,estimate,std_error,statistic,p_value,conf_low,conf_high,model
const,-3.954260921187834,0.011382999884700085,-347.3830239164603,0.0,-3.97657119099787,-3.9319506513777984,model_components_logit
mujer,1.8981919418231863,0.003903541590331854,486.27429678847466,0.0,1.8905411408939816,1.905842742752391,model_components_logit
capital_humano,-0.050765633658754535,0.00020425643994927833,-248.53871765982424,0.0,-0.05116596892466549,-0.05036529839284358,model_components_logit
edad,0.06036010425697499,0.0005035940595297526,119.85865026552976,0.0,0.05937307803746835,0.061347130476481625,model_components_logit
edad2,-0.000574713634129067,6.287603075836136e-06,-91.40424851844526,0.0,-0.0005870371097067891,-0.0005623901585513449,model_components_logit
ruralidad,0.5324005648996655,0.005415455164960816,98.31132355123425,0.0,0.5217864678164509,0.5430146619828801,model_components_logit
inter_rural_mujer,-0.26754311078885734,0.005775960938414613,-46.32010389985301,0.0,-0.27886378620426017,-0.2562224353734545,model_components_logit
idep_2,-0.4593731614439396,0.005195062944746147,-88.42494620946051,0.0,-0.46955529771306065,-0.4491910251748185,model_components_logit
idep_3,-0.3641252328830654,0.0054872910537636585,-66.35792220886786,0.0,-0.37488012572113105,-0.3533703400449998,model_components_logit
idep_4,-0.2896284278364963,0.006959237450913124,-41.61783958075666,0.0,-0.3032682826001483,-0.27598857307284425,model_components_logit
idep_5,0.007901928315618312,0.006024994167570006,1.3115246414927748,0.18968057418215445,-0.003906843259882784,0.019710699891119406,model_components_logit
idep_6,-0.14497364518746328,0.006901551742802988,-21.0059491821739,5.78655982039112e-98,-0.15850043804079678,-0.13144685233412978,model_components_logit
idep_7,-0.183929880973324,0.005199066917251633,-35.37747905552143,3.791035207899308e-274,-0.19411986488435087,-0.17373989706229712,model_components_logit
idep_8,-0.1830971755506894,0.007487920354950062,-24.45234015204887,4.75206854557203e-132,-0.1977732297654959,-0.1684211213358829,model_components_logit
idep_9,-0.16351166821430277,0.011658611695482306,-14.024969051646456,1.0965996937988164e-44,-0.18636212724718554,-0.14066120918142,model_components_logit
v07_aguapro_2,0.06365227857041154,0.007425494389756699,8.572126679971428,1.0159124612061971e-17,0.04909857699908419,0.0782059801417389,model_components_logit
v07_aguapro_3,-0.050243165231799954,0.009274291785387688,-5.417466518679267,6.044946480085424e-08,-0.0684204431132755,-0.03206588735032441,model_components_logit
v07_aguapro_4,0.144689722988041,0.0056070624278156825,25.80490673159976,7.81113907438833e-147,0.13370008257045454,0.15567936340562746,model_components_logit
v07_aguapro_5,0.1229545536026048,0.008074594520330833,15.227334734025392,2.3289385158976297e-52,0.1071286391529919,0.1387804680522177,model_components_logit
v07_aguapro_6,-0.05516645744731872,0.008864597020021485,-6.223233534781146,4.870116240154049e-10,-0.07254074834402191,-0.03779216655061552,model_components_logit
v07_aguapro_7,0.01701683972852013,0.007763613192435089,2.1918711438510923,0.028388812215701425,0.0018004374814473232,0.032233241975592936,model_components_logit
v07_aguapro_8,0.1044978715334157,0.009049914977400665,11.546834616056227,7.658957163717222e-31,0.08676036411456078,0.12223537895227063,model_components_logit
v07_aguapro_9,0.03046473908137907,0.011209657419964467,2.717722579739251,0.006573292671000795,0.00849421425921653,0.05243526390354161,model_components_logit
v08_aguadist_2,0.1924538851013319,0.0031926501186508565,60.280293157415784,0.0,0.1861964058535387,0.19871136434912512,model_components_logit
v08_aguadist_3,0.0928847368802381,0.006235466940088409,14.896195869963371,3.488859202126084e-50,0.08066344625087464,0.10510602750960156,model_components_logit
